Gene	MappedGene	Source
Soltu.DM.01G026010	DM8.2_chr01G21880	synteny
Soltu.DM.01G026020	DM8.2_chr01G21890	synteny
Soltu.DM.01G026030	DM8.2_chr01G21910	synteny
Soltu.DM.01G026040	DM8.2_chr01G21920	synteny
Soltu.DM.01G026060	-	-
Soltu.DM.01G026070	-	-
Soltu.DM.01G026090	DM8.2_chr01G21940	synteny
Soltu.DM.01G026110	DM8.2_chr01G21970	synteny
Soltu.DM.01G026120	DM8.2_chr01G21980	synteny
Soltu.DM.01G026130	DM8.2_chr01G21990	synteny
Soltu.DM.01G026140	-	-
Soltu.DM.01G026150	DM8.2_chr01G22000	synteny
Soltu.DM.01G026160	-	-
Soltu.DM.01G026170	DM8.2_chr01G22010	synteny
Soltu.DM.01G026180	-	-
Soltu.DM.01G026190	DM8.2_chr01G22020	synteny
Soltu.DM.01G026200	DM8.2_chr01G22030	synteny
Soltu.DM.01G026210	DM8.2_chr01G22040	synteny
Soltu.DM.01G026220	DM8.2_chr01G22050	synteny
Soltu.DM.01G026230	DM8.2_chr01G22060	synteny
Soltu.DM.01G026240	DM8.2_chr01G22070	synteny
Soltu.DM.01G026250	-	-
Soltu.DM.01G026260	DM8.2_chr01G22090	synteny
Soltu.DM.01G026270	DM8.2_chr01G22140	synteny
Soltu.DM.01G026280	-	-
Soltu.DM.01G026290	DM8.2_chr01G22120	synteny
Soltu.DM.01G026300	-	-
Soltu.DM.01G026310	-	-
Soltu.DM.01G026320	-	-
Soltu.DM.01G026330	-	-
Soltu.DM.01G026340	-	-
Soltu.DM.01G026350	-	-
Soltu.DM.01G026360	-	-
Soltu.DM.01G026370	-	-
Soltu.DM.01G026380	-	-
Soltu.DM.01G026390	DM8.2_chr01G22220	synteny
Soltu.DM.01G026400	-	-
Soltu.DM.01G026410	DM8.2_chr01G22240	synteny
Soltu.DM.01G026420	DM8.2_chr01G22250	synteny
Soltu.DM.01G026430	DM8.2_chr01G22260	synteny
Soltu.DM.01G026440	DM8.2_chr01G22270	synteny
Soltu.DM.01G026450	DM8.2_chr01G22280	synteny
Soltu.DM.01G026460	DM8.2_chr01G22290	synteny
Soltu.DM.01G026470	DM8.2_chr01G22310	synteny
Soltu.DM.01G026480	DM8.2_chr01G22320	synteny
Soltu.DM.01G026490	-	-
Soltu.DM.01G026500	DM8.2_chr01G22340	synteny
Soltu.DM.01G026510	DM8.2_chr01G22350	synteny
Soltu.DM.01G026520	DM8.2_chr01G22360	synteny
Soltu.DM.01G026530	DM8.2_chr01G22370	synteny
Soltu.DM.01G026550	DM8.2_chr01G22400	synteny
Soltu.DM.01G026560	DM8.2_chr01G22420	synteny
Soltu.DM.01G026570	DM8.2_chr01G22430	synteny
Soltu.DM.01G026580	DM8.2_chr01G22440	synteny
Soltu.DM.01G026590	DM8.2_chr01G22450	synteny
Soltu.DM.01G026600	DM8.2_chr01G22470	synteny
Soltu.DM.01G026610	DM8.2_chr01G22480	synteny
Soltu.DM.01G026620	DM8.2_chr01G22490	synteny
Soltu.DM.01G026630	DM8.2_chr01G22500	synteny
Soltu.DM.01G026640	DM8.2_chr01G22510	synteny
Soltu.DM.01G026650	DM8.2_chr01G22520	synteny
Soltu.DM.01G026660	DM8.2_chr01G22530	synteny
Soltu.DM.01G026670	-	-
Soltu.DM.01G026680	-	-
Soltu.DM.01G026690	DM8.2_chr01G22550	synteny
Soltu.DM.01G026700	-	-
Soltu.DM.01G026710	DM8.2_chr01G22560	synteny
Soltu.DM.01G026720	DM8.2_chr01G22570	synteny
Soltu.DM.01G026730	DM8.2_chr01G22580	synteny
Soltu.DM.01G026740	DM8.2_chr01G22590	synteny
Soltu.DM.01G026760	DM8.2_chr01G22600	synteny
Soltu.DM.01G026770	-	-
Soltu.DM.01G026780	DM8.2_chr01G22670	synteny
Soltu.DM.01G026790	-	-
Soltu.DM.01G026800	-	-
Soltu.DM.01G026810	-	-
Soltu.DM.01G026820	-	-
Soltu.DM.01G026830	-	-
Soltu.DM.01G026840	-	-
Soltu.DM.01G026850	-	-
Soltu.DM.01G026860	-	-
Soltu.DM.01G026870	DM8.2_chr01G22680	synteny
Soltu.DM.01G026880	DM8.2_chr01G22690	synteny
Soltu.DM.01G026890	-	-
Soltu.DM.01G026900	-	-
Soltu.DM.01G026910	DM8.2_chr01G22700	synteny
Soltu.DM.01G026920	DM8.2_chr01G22710	synteny
Soltu.DM.01G026930	-	-
Soltu.DM.01G026940	DM8.2_chr01G22750	synteny
Soltu.DM.01G026950	DM8.2_chr01G22730	synteny
Soltu.DM.01G026960	DM8.2_chr01G22760	synteny
Soltu.DM.01G026970	DM8.2_chr01G22770	synteny
Soltu.DM.01G026980	DM8.2_chr01G22780	synteny
Soltu.DM.01G027000	DM8.2_chr01G22810	synteny
Soltu.DM.01G027010	DM8.2_chr01G22820	synteny
Soltu.DM.01G027020	DM8.2_chr01G22830	synteny
Soltu.DM.01G027030	-	-
Soltu.DM.01G027040	-	-
Soltu.DM.01G027050	DM8.2_chr01G22840	synteny
Soltu.DM.01G027060	DM8.2_chr01G22870	synteny
Soltu.DM.01G027070	DM8.2_chr01G22880	synteny
Soltu.DM.01G027080	DM8.2_chr01G22890	synteny
Soltu.DM.01G027090	DM8.2_chr01G22900	synteny
Soltu.DM.01G027100	DM8.2_chr01G22920	synteny
Soltu.DM.01G027110	DM8.2_chr01G22930	synteny
Soltu.DM.01G027120	DM8.2_chr01G22940	synteny
Soltu.DM.01G027130	DM8.2_chr01G22950	synteny
Soltu.DM.01G027140	DM8.2_chr01G22960	synteny
Soltu.DM.01G027150	-	-
Soltu.DM.01G027160	DM8.2_chr01G22970	synteny
Soltu.DM.01G027170	DM8.2_chr01G22980	synteny
Soltu.DM.01G027180	DM8.2_chr01G22990	synteny
Soltu.DM.01G027190	DM8.2_chr01G23000	synteny
Soltu.DM.01G027200	DM8.2_chr01G23010	synteny
Soltu.DM.01G027210	DM8.2_chr01G23020	synteny
Soltu.DM.01G027220	DM8.2_chr01G23030	synteny
Soltu.DM.01G027240	-	-
Soltu.DM.01G027250	-	-
Soltu.DM.01G027260	-	-
Soltu.DM.01G027270	DM8.2_chr01G23060	synteny
Soltu.DM.01G027280	-	-
Soltu.DM.01G027290	DM8.2_chr01G23070	synteny
Soltu.DM.01G027300	DM8.2_chr01G23080	synteny
Soltu.DM.01G027310	-	-
Soltu.DM.01G027320	-	-
Soltu.DM.01G027330	DM8.2_chr01G23090	synteny
Soltu.DM.01G027340	-	-
Soltu.DM.01G027350	DM8.2_chr01G23110	synteny
Soltu.DM.01G027360	DM8.2_chr01G23120	synteny
Soltu.DM.01G027370	DM8.2_chr01G23130	synteny
Soltu.DM.01G027380	-	-
Soltu.DM.01G027390	-	-
Soltu.DM.01G027400	DM8.2_chr01G23150	synteny
Soltu.DM.01G027410	DM8.2_chr01G23160	synteny
Soltu.DM.01G027430	DM8.2_chr01G23170	synteny
Soltu.DM.01G027440	DM8.2_chr01G23180	synteny
Soltu.DM.01G027450	DM8.2_chr01G23190	synteny
Soltu.DM.01G027460	DM8.2_chr01G23200	synteny
Soltu.DM.01G027470	DM8.2_chr01G23210	synteny
Soltu.DM.01G027480	DM8.2_chr01G23220	synteny
Soltu.DM.01G027490	DM8.2_chr01G23230	synteny
Soltu.DM.01G027500	-	-
Soltu.DM.01G027510	DM8.2_chr01G23240	synteny
Soltu.DM.01G027520	DM8.2_chr01G23250	synteny
Soltu.DM.01G027530	DM8.2_chr01G23260	synteny
Soltu.DM.01G027540	DM8.2_chr01G23270	synteny
Soltu.DM.01G027550	-	-
Soltu.DM.01G027570	-	-
Soltu.DM.01G027580	-	-
Soltu.DM.01G027590	DM8.2_chr01G23280	synteny
Soltu.DM.01G027600	DM8.2_chr01G23290	synteny
Soltu.DM.01G027610	DM8.2_chr01G23300	synteny
Soltu.DM.01G027620	DM8.2_chr01G23310	synteny
Soltu.DM.01G027630	DM8.2_chr01G23320	synteny
Soltu.DM.01G027640	DM8.2_chr01G23330	synteny
Soltu.DM.01G027650	DM8.2_chr01G23340	synteny
Soltu.DM.01G027660	-	-
Soltu.DM.01G027670	-	-
Soltu.DM.01G027680	-	-
Soltu.DM.01G027690	DM8.2_chr01G23360	synteny
Soltu.DM.01G027700	DM8.2_chr01G23410	synteny
Soltu.DM.01G027710	-	-
Soltu.DM.01G027720	DM8.2_chr01G23430	synteny
Soltu.DM.01G027730	DM8.2_chr01G23440	synteny
Soltu.DM.01G027740	DM8.2_chr01G23450	synteny
Soltu.DM.01G027750	DM8.2_chr01G23460	synteny
Soltu.DM.01G027760	DM8.2_chr01G23470	synteny
Soltu.DM.01G027770	-	-
Soltu.DM.01G027780	-	-
Soltu.DM.01G027790	DM8.2_chr01G23480	synteny
Soltu.DM.01G027800	DM8.2_chr01G23490	synteny
Soltu.DM.01G027810	DM8.2_chr01G23500	synteny
Soltu.DM.01G027820	DM8.2_chr01G23510	synteny
Soltu.DM.01G027830	DM8.2_chr01G23520	synteny
Soltu.DM.01G027840	DM8.2_chr01G23530	synteny
Soltu.DM.01G027850	-	-
Soltu.DM.01G027860	DM8.2_chr01G23550	synteny
Soltu.DM.01G027870	DM8.2_chr01G23560	synteny
Soltu.DM.01G027880	DM8.2_chr01G23570	synteny
Soltu.DM.01G027890	DM8.2_chr01G23580	synteny
Soltu.DM.01G027900	-	-
Soltu.DM.01G027920	DM8.2_chr01G23610	synteny
Soltu.DM.01G027940	-	-
Soltu.DM.01G027950	-	-
Soltu.DM.01G027960	DM8.2_chr01G23660	synteny
Soltu.DM.01G027970	DM8.2_chr01G23670	synteny
Soltu.DM.01G027980	DM8.2_chr01G23680	synteny
Soltu.DM.01G027990	DM8.2_chr01G23690	synteny
Soltu.DM.01G028000	DM8.2_chr01G23700	synteny
Soltu.DM.01G028010	DM8.2_chr01G23710	synteny
Soltu.DM.01G028020	DM8.2_chr01G23720	synteny
Soltu.DM.01G028030	DM8.2_chr01G23730	synteny
Soltu.DM.01G028040	DM8.2_chr01G23750	synteny
Soltu.DM.01G028050	DM8.2_chr01G23760	synteny
Soltu.DM.01G028080	DM8.2_chr01G23770	synteny
Soltu.DM.01G028090	DM8.2_chr01G23820	synteny
Soltu.DM.01G028100	DM8.2_chr01G23830	synteny
Soltu.DM.01G028110	DM8.2_chr01G23840	synteny
Soltu.DM.01G028120	DM8.2_chr01G23850	synteny
Soltu.DM.01G028130	-	-
Soltu.DM.01G028150	DM8.2_chr01G23880	synteny
Soltu.DM.01G028160	DM8.2_chr01G19500	(identity: 100.0%)
Soltu.DM.01G028190	DM8.2_chr01G23910	synteny
Soltu.DM.01G028200	DM8.2_chr01G23920	synteny
Soltu.DM.01G028210	DM8.2_chr01G23930	synteny
Soltu.DM.01G028220	DM8.2_chr01G23940	synteny
Soltu.DM.01G028230	DM8.2_chr01G23950	synteny
Soltu.DM.01G028240	DM8.2_chr01G23960	synteny
Soltu.DM.01G028250	DM8.2_chr01G23970	synteny
Soltu.DM.01G028260	DM8.2_chr01G23980	synteny
Soltu.DM.01G028270	DM8.2_chr01G23990	synteny
Soltu.DM.01G028280	DM8.2_chr01G24000	synteny
Soltu.DM.01G028300	-	-
Soltu.DM.01G028310	-	-
Soltu.DM.01G028320	DM8.2_chr01G24060	synteny
Soltu.DM.01G028330	-	-
Soltu.DM.01G028340	-	-
Soltu.DM.01G028350	-	-
Soltu.DM.01G028360	-	-
Soltu.DM.01G028370	DM8.2_chr01G24110	synteny
Soltu.DM.01G028380	DM8.2_chr01G24040	synteny
Soltu.DM.01G028390	-	-
Soltu.DM.01G028400	-	-
Soltu.DM.01G028410	-	-
Soltu.DM.01G028420	-	-
Soltu.DM.01G028430	-	-
Soltu.DM.01G028440	-	-
Soltu.DM.01G028450	-	-
Soltu.DM.01G028460	DM8.2_chr01G24090	synteny
Soltu.DM.01G028470	DM8.2_chr01G24250	synteny
Soltu.DM.01G028480	DM8.2_chr01G24260	synteny
Soltu.DM.01G028490	-	-
Soltu.DM.01G028500	-	-
Soltu.DM.01G028520	DM8.2_chr01G24280	synteny
Soltu.DM.01G028530	DM8.2_chr01G24290	synteny
Soltu.DM.01G028540	DM8.2_chr01G24300	synteny
Soltu.DM.01G028560	-	-
Soltu.DM.01G028580	DM8.2_chr01G24350	synteny
Soltu.DM.01G028590	DM8.2_chr01G24360	synteny
Soltu.DM.01G028600	DM8.2_chr01G24370	synteny
Soltu.DM.01G028610	DM8.2_chr01G24390	synteny
Soltu.DM.01G028620	DM8.2_chr01G24400	synteny
Soltu.DM.01G028630	DM8.2_chr01G24410	synteny
Soltu.DM.01G028640	DM8.2_chr01G24420	synteny
Soltu.DM.01G028650	DM8.2_chr01G24430	synteny
Soltu.DM.01G028660	DM8.2_chr01G24440	synteny
Soltu.DM.01G028670	DM8.2_chr01G24450	synteny
Soltu.DM.01G028680	DM8.2_chr01G24460	synteny
Soltu.DM.01G028690	DM8.2_chr01G24470	synteny
Soltu.DM.01G028700	DM8.2_chr01G24480	synteny
Soltu.DM.01G028710	DM8.2_chr01G24490	synteny
Soltu.DM.01G028720	DM8.2_chr01G24500	synteny
Soltu.DM.01G028730	DM8.2_chr01G24510	synteny
Soltu.DM.01G028750	DM8.2_chr01G24530	synteny
Soltu.DM.01G028760	DM8.2_chr01G24540	synteny
Soltu.DM.01G028770	DM8.2_chr01G24550	synteny
Soltu.DM.01G028780	DM8.2_chr01G24560	synteny
Soltu.DM.01G028790	DM8.2_chr01G24570	synteny
Soltu.DM.01G028800	DM8.2_chr01G24580	synteny
Soltu.DM.01G028820	DM8.2_chr01G24590	synteny
Soltu.DM.01G028830	DM8.2_chr01G24600	synteny
Soltu.DM.01G028840	DM8.2_chr01G24610	synteny
Soltu.DM.01G028850	DM8.2_chr01G24620	synteny
Soltu.DM.01G028860	DM8.2_chr01G24630	synteny
Soltu.DM.01G028870	DM8.2_chr01G24640	synteny
Soltu.DM.01G028880	DM8.2_chr01G24650	synteny
Soltu.DM.01G028890	DM8.2_chr01G24660	synteny
Soltu.DM.01G028900	DM8.2_chr01G24670	synteny
Soltu.DM.01G028910	DM8.2_chr01G24680	synteny
Soltu.DM.01G028920	DM8.2_chr01G24710	synteny
Soltu.DM.01G028930	-	-
Soltu.DM.01G028940	DM8.2_chr01G24720	synteny
Soltu.DM.01G028950	-	-
Soltu.DM.01G028960	DM8.2_chr01G24750	synteny
Soltu.DM.01G028970	DM8.2_chr01G24760	synteny
Soltu.DM.01G028990	DM8.2_chr01G24790	synteny
Soltu.DM.01G029000	-	-
Soltu.DM.01G029010	DM8.2_chr01G24800	synteny
Soltu.DM.01G029020	DM8.2_chr01G24810	synteny
Soltu.DM.01G029030	DM8.2_chr01G24820	synteny
Soltu.DM.01G029040	DM8.2_chr01G24830	synteny
Soltu.DM.01G029050	DM8.2_chr01G24840	synteny
Soltu.DM.01G029060	DM8.2_chr01G24850	synteny
Soltu.DM.01G029070	DM8.2_chr01G24860	synteny
Soltu.DM.01G029080	DM8.2_chr01G24880	synteny
Soltu.DM.01G029090	DM8.2_chr01G24910	synteny
Soltu.DM.01G029100	-	-
Soltu.DM.01G029110	DM8.2_chr01G24920	synteny
Soltu.DM.01G029120	DM8.2_chr01G24930	synteny
Soltu.DM.01G029130	DM8.2_chr01G24940	synteny
Soltu.DM.01G029140	DM8.2_chr01G24950	synteny
Soltu.DM.01G029150	DM8.2_chr01G24960	synteny
Soltu.DM.01G029160	DM8.2_chr01G24970	synteny
Soltu.DM.01G029170	DM8.2_chr01G24980	synteny
Soltu.DM.01G029180	-	-
Soltu.DM.01G029190	DM8.2_chr01G25010	synteny
Soltu.DM.01G029200	DM8.2_chr01G25020	synteny
Soltu.DM.01G029220	DM8.2_chr01G25040	synteny
Soltu.DM.01G029230	-	-
Soltu.DM.01G029240	DM8.2_chr01G25050	synteny
Soltu.DM.01G029250	DM8.2_chr01G25060	synteny
Soltu.DM.01G029260	-	-
Soltu.DM.01G029270	DM8.2_chr01G25070	synteny
Soltu.DM.01G029280	DM8.2_chr01G25080	synteny
Soltu.DM.01G029290	DM8.2_chr01G25090	synteny
Soltu.DM.01G029300	DM8.2_chr01G25100	synteny
Soltu.DM.01G029310	DM8.2_chr01G25110	synteny
Soltu.DM.01G029320	-	-
Soltu.DM.01G029330	-	-
Soltu.DM.01G029340	-	-
Soltu.DM.01G029350	-	-
Soltu.DM.01G029360	DM8.2_chr01G25150	synteny
Soltu.DM.01G029370	-	-
Soltu.DM.01G029380	-	-
Soltu.DM.01G029390	-	-
Soltu.DM.01G029400	DM8.2_chr01G25180	synteny
Soltu.DM.01G029410	DM8.2_chr01G25190	synteny
Soltu.DM.01G029420	DM8.2_chr01G25200	synteny
Soltu.DM.01G029430	DM8.2_chr01G25210	synteny
Soltu.DM.01G029440	DM8.2_chr01G25220	synteny
Soltu.DM.01G029450	DM8.2_chr01G25230	synteny
Soltu.DM.01G029460	-	-
Soltu.DM.01G029470	DM8.2_chr01G25240	synteny
Soltu.DM.01G029480	-	-
Soltu.DM.01G029490	DM8.2_chr01G25250	synteny
Soltu.DM.01G029500	DM8.2_chr01G25260	synteny
Soltu.DM.01G029510	DM8.2_chr01G25270	synteny
Soltu.DM.01G029520	DM8.2_chr01G25280	synteny
Soltu.DM.01G029530	DM8.2_chr01G25290	synteny
Soltu.DM.01G029540	-	-
Soltu.DM.01G029550	DM8.2_chr01G25310	synteny
Soltu.DM.01G029560	DM8.2_chr01G25320	synteny
Soltu.DM.01G029570	DM8.2_chr01G25330	synteny
Soltu.DM.01G029580	DM8.2_chr01G25340	synteny
Soltu.DM.01G029590	DM8.2_chr01G25350	synteny
Soltu.DM.01G029600	DM8.2_chr01G25380	synteny
Soltu.DM.01G029610	-	-
Soltu.DM.01G029620	-	-
Soltu.DM.01G029630	-	-
Soltu.DM.01G029640	-	-
Soltu.DM.01G029650	-	-
Soltu.DM.01G029660	-	-
Soltu.DM.01G029670	DM8.2_chr01G25420	synteny
Soltu.DM.01G029680	DM8.2_chr01G25430	synteny
Soltu.DM.01G029690	DM8.2_chr01G25440	synteny
Soltu.DM.01G029710	DM8.2_chr01G25460	synteny
Soltu.DM.01G029720	-	-
Soltu.DM.01G029730	-	-
Soltu.DM.01G029740	-	-
Soltu.DM.01G029750	DM8.2_chr01G25480	synteny
Soltu.DM.01G029760	DM8.2_chr01G25490	synteny
Soltu.DM.01G029770	-	-
Soltu.DM.01G029780	-	-
Soltu.DM.01G029790	-	-
Soltu.DM.01G029800	DM8.2_chr01G25520	synteny
Soltu.DM.01G029810	DM8.2_chr01G25530	synteny
Soltu.DM.01G029820	-	-
Soltu.DM.01G029830	DM8.2_chr01G25540	synteny
Soltu.DM.01G029840	DM8.2_chr01G25550	synteny
Soltu.DM.01G029850	-	-
Soltu.DM.01G029860	DM8.2_chr01G25570	synteny
Soltu.DM.01G029870	DM8.2_chr01G25580	synteny
Soltu.DM.01G029890	DM8.2_chr01G25600	synteny
Soltu.DM.01G029900	DM8.2_chr01G25610	synteny
Soltu.DM.01G029910	DM8.2_chr01G25620	synteny
Soltu.DM.01G029920	-	-
Soltu.DM.01G029930	DM8.2_chr01G25640	synteny
Soltu.DM.01G029940	DM8.2_chr01G25650	synteny
Soltu.DM.01G029950	DM8.2_chr01G25660	synteny
Soltu.DM.01G029960	DM8.2_chr01G25670	synteny
Soltu.DM.01G029970	DM8.2_chr01G25680	synteny
Soltu.DM.01G029980	DM8.2_chr01G25700	synteny
Soltu.DM.01G029990	DM8.2_chr01G25710	synteny
Soltu.DM.01G030000	DM8.2_chr01G25720	synteny
Soltu.DM.01G030010	DM8.2_chr01G25730	synteny
Soltu.DM.01G030020	DM8.2_chr01G25740	synteny
Soltu.DM.01G030030	DM8.2_chr01G25750	synteny
Soltu.DM.01G030040	DM8.2_chr01G25760	synteny
Soltu.DM.01G030050	DM8.2_chr01G25770	synteny
Soltu.DM.01G030060	DM8.2_chr01G25780	synteny
Soltu.DM.01G030070	DM8.2_chr01G25790	synteny
Soltu.DM.01G030080	DM8.2_chr01G25800	synteny
Soltu.DM.01G030090	DM8.2_chr01G25810	synteny
Soltu.DM.01G030110	DM8.2_chr01G25820	synteny
Soltu.DM.01G030120	DM8.2_chr01G25830	synteny
Soltu.DM.01G030130	DM8.2_chr01G25840	synteny
Soltu.DM.01G030140	DM8.2_chr01G25850	synteny
Soltu.DM.01G030150	DM8.2_chr01G25860	synteny
Soltu.DM.01G030160	-	-
Soltu.DM.01G030170	-	-
Soltu.DM.01G030180	DM8.2_chr01G25870	synteny
Soltu.DM.01G030190	-	-
Soltu.DM.01G030200	-	-
Soltu.DM.01G030220	DM8.2_chr01G25910	synteny
Soltu.DM.01G030230	DM8.2_chr01G25930	synteny
Soltu.DM.01G030240	-	-
Soltu.DM.01G030250	-	-
Soltu.DM.01G030260	DM8.2_chr01G25900	synteny
Soltu.DM.01G030270	DM8.2_chr01G25950	synteny
Soltu.DM.01G030300	DM8.2_chr01G25970	synteny
Soltu.DM.01G030310	DM8.2_chr01G25980	synteny
Soltu.DM.01G030320	DM8.2_chr01G25990	synteny
Soltu.DM.01G030330	-	-
Soltu.DM.01G030340	-	-
Soltu.DM.01G030350	DM8.2_chr01G26020	synteny
Soltu.DM.01G030360	-	-
Soltu.DM.01G030370	DM8.2_chr01G26040	synteny
Soltu.DM.01G030380	DM8.2_chr01G26050	synteny
Soltu.DM.01G030390	DM8.2_chr01G26060	synteny
Soltu.DM.01G030400	DM8.2_chr01G26070	synteny
Soltu.DM.01G030410	DM8.2_chr01G26080	synteny
Soltu.DM.01G030420	DM8.2_chr01G26090	synteny
Soltu.DM.01G030430	DM8.2_chr01G26100	synteny
Soltu.DM.01G030440	DM8.2_chr01G26110	synteny
Soltu.DM.01G030480	DM8.2_chr01G26130	synteny
Soltu.DM.01G030490	-	-
Soltu.DM.01G030500	DM8.2_chr01G26140	synteny
Soltu.DM.01G030510	DM8.2_chr01G26150	synteny
Soltu.DM.01G030520	DM8.2_chr01G26160	synteny
Soltu.DM.01G030530	DM8.2_chr01G26180	synteny
Soltu.DM.01G030540	DM8.2_chr01G26190	synteny
Soltu.DM.01G030610	DM8.2_chr01G26260	synteny
Soltu.DM.01G030660	DM8.2_chr01G26340	synteny
Soltu.DM.01G030720	DM8.2_chr01G26400	synteny
Soltu.DM.01G030750	DM8.2_chr01G26420	synteny
Soltu.DM.01G030760	-	-
Soltu.DM.01G030770	DM8.2_chr01G26430	synteny
Soltu.DM.01G030780	DM8.2_chr01G26440	synteny
Soltu.DM.01G030790	-	-
Soltu.DM.01G030800	DM8.2_chr01G26450	synteny
Soltu.DM.01G030810	DM8.2_chr01G26460	synteny
Soltu.DM.01G030820	DM8.2_chr01G26470	synteny
Soltu.DM.01G030830	DM8.2_chr01G26480	synteny
Soltu.DM.01G030840	DM8.2_chr01G26490	synteny
Soltu.DM.01G030850	-	-
Soltu.DM.01G030860	DM8.2_chr01G26500	synteny
Soltu.DM.01G030870	DM8.2_chr01G26510	synteny
Soltu.DM.01G030880	DM8.2_chr01G26520	synteny
Soltu.DM.01G030890	DM8.2_chr01G26530	synteny
Soltu.DM.01G030910	-	-
Soltu.DM.01G030930	DM8.2_chr01G26550	synteny
Soltu.DM.01G030940	DM8.2_chr01G26560	synteny
Soltu.DM.01G030950	DM8.2_chr01G26570	synteny
Soltu.DM.01G030960	DM8.2_chr01G26580	synteny
Soltu.DM.01G030970	DM8.2_chr01G26590	synteny
Soltu.DM.01G030980	DM8.2_chr01G26600	synteny
Soltu.DM.01G030990	-	-
Soltu.DM.01G031000	DM8.2_chr01G26640	synteny
Soltu.DM.01G031010	DM8.2_chr01G26660	synteny
Soltu.DM.01G031020	-	-
Soltu.DM.01G031030	DM8.2_chr01G26690	synteny
Soltu.DM.01G031040	DM8.2_chr01G26700	synteny
Soltu.DM.01G031050	DM8.2_chr01G26710	synteny
Soltu.DM.01G031060	DM8.2_chr01G26720	synteny
Soltu.DM.01G031070	DM8.2_chr01G26730	synteny
Soltu.DM.01G031090	-	-
Soltu.DM.01G031100	DM8.2_chr01G26740	synteny
Soltu.DM.01G031110	DM8.2_chr01G26760	synteny
Soltu.DM.01G031120	DM8.2_chr01G26770	synteny
Soltu.DM.01G031130	DM8.2_chr01G26780	synteny
Soltu.DM.01G031140	DM8.2_chr01G26790	synteny
Soltu.DM.01G031150	DM8.2_chr01G26810	synteny
Soltu.DM.01G031160	-	-
Soltu.DM.01G031170	DM8.2_chr01G26820	synteny
Soltu.DM.01G031180	DM8.2_chr01G26830	synteny
Soltu.DM.01G031190	DM8.2_chr01G26850	synteny
Soltu.DM.01G031200	DM8.2_chr01G26870	synteny
Soltu.DM.01G031210	DM8.2_chr01G26880	synteny
Soltu.DM.01G031220	DM8.2_chr01G26890	synteny
Soltu.DM.01G031230	DM8.2_chr01G26900	synteny
Soltu.DM.01G031240	-	-
Soltu.DM.01G031260	DM8.2_chr01G26930	synteny
Soltu.DM.01G031270	DM8.2_chr01G26940	synteny
Soltu.DM.01G031280	-	-
Soltu.DM.01G031290	DM8.2_chr01G26950	synteny
Soltu.DM.01G031300	DM8.2_chr01G26960	synteny
Soltu.DM.01G031310	-	-
Soltu.DM.01G031320	DM8.2_chr01G26970	synteny
Soltu.DM.01G031330	DM8.2_chr01G26980	synteny
Soltu.DM.01G031340	DM8.2_chr01G26990	synteny
Soltu.DM.01G031350	DM8.2_chr01G27000	synteny
Soltu.DM.01G031360	DM8.2_chr01G27010	synteny
Soltu.DM.01G031370	DM8.2_chr01G27030	synteny
Soltu.DM.01G031380	DM8.2_chr01G27040	synteny
Soltu.DM.01G031390	DM8.2_chr01G27050	synteny
Soltu.DM.01G031400	DM8.2_chr01G27060	synteny
Soltu.DM.01G031410	DM8.2_chr01G27070	synteny
Soltu.DM.01G031420	DM8.2_chr01G27080	synteny
Soltu.DM.01G031430	DM8.2_chr01G27090	synteny
Soltu.DM.01G031440	DM8.2_chr01G27100	synteny
Soltu.DM.01G031450	DM8.2_chr01G27110	synteny
Soltu.DM.01G031460	DM8.2_chr01G27130	synteny
Soltu.DM.01G031470	DM8.2_chr01G27140	synteny
Soltu.DM.01G031480	-	-
Soltu.DM.01G031500	DM8.2_chr01G27150	synteny
Soltu.DM.01G031510	DM8.2_chr01G27160	synteny
Soltu.DM.01G031520	DM8.2_chr01G27170	synteny
Soltu.DM.01G031530	DM8.2_chr01G27180	synteny
Soltu.DM.01G031540	DM8.2_chr01G27190	synteny
Soltu.DM.01G031550	DM8.2_chr01G27200	synteny
Soltu.DM.01G031560	DM8.2_chr01G27210	synteny
Soltu.DM.01G031570	DM8.2_chr01G27220	synteny
Soltu.DM.01G031580	DM8.2_chr01G27230	synteny
Soltu.DM.01G031590	DM8.2_chr01G27240	synteny
Soltu.DM.01G031610	DM8.2_chr01G27270	synteny
Soltu.DM.01G031620	DM8.2_chr01G27280	synteny
Soltu.DM.01G031630	DM8.2_chr01G27300	synteny
Soltu.DM.01G031640	DM8.2_chr01G27310	synteny
Soltu.DM.01G031660	DM8.2_chr01G27330	synteny
Soltu.DM.01G031670	DM8.2_chr01G27340	synteny
Soltu.DM.01G031680	DM8.2_chr01G27360	synteny
Soltu.DM.01G031690	DM8.2_chr01G27370	synteny
Soltu.DM.01G031700	DM8.2_chr01G27380	synteny
Soltu.DM.01G031710	DM8.2_chr01G27390	synteny
Soltu.DM.01G031720	DM8.2_chr01G27400	synteny
Soltu.DM.01G031730	-	-
Soltu.DM.01G031740	DM8.2_chr01G27410	synteny
Soltu.DM.01G031750	-	-
Soltu.DM.01G031760	DM8.2_chr01G27420	synteny
Soltu.DM.01G031770	-	-
Soltu.DM.01G031780	-	-
Soltu.DM.01G031790	DM8.2_chr01G27430	synteny
Soltu.DM.01G031810	DM8.2_chr01G27440	synteny
Soltu.DM.01G031820	-	-
